link,region,location,street_address,num_of_rooms,size,fee,price
https://www.hemnet.se/bostad/lagenhet-2rum-rosendal-uppsala-kommun-lydia-wahlstroms-gata-19347795,Rosendal,Rosendal,LydiaWahlströmsGata,2,54.0,3536,2098000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-rosendal-uppsala-kommun-lydia-wahlstroms-gata-19347655",Rosendal,Rosendal,LydiaWahlströmsGata,1.5,34.0,2226,1798000
https://www.hemnet.se/bostad/lagenhet-4rum-gunsta-uppsala-kommun-hjulaxelvagen-194-lgh-1101-18867195,Gunsta,Gunsta,Hjulaxelvägen194lgh1101,4,85.0,4600,2550000
https://www.hemnet.se/bostad/lagenhet-1rum-kungsgardet-uppsala-kommun-s-t-johannesgatan-36c-19432516,Kungsgärdet,Kungsgärdet,S:tJohannesgatan36C,1,33.0,2430,1495000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-granby-bilgata-28-17609718,Uppsala,Uppsala,GränbyBilgata28,2,48.0,3850,1995000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-granby-bilgata-28-17609779,Uppsala,Uppsala,GränbyBilgata28,3,55.0,4150,2395000
https://www.hemnet.se/bostad/lagenhet-1rum-centrum-uppsala-kommun-slottsgrand-2e-18922297,Centrum,Centrum,Slottsgränd2E,1,29.6,2233,1995000
https://www.hemnet.se/bostad/lagenhet-1rum-centrum-uppsala-kommun-slottsgrand-2d-19000437,Centrum,Centrum,Slottsgränd2D,1,47.9,3133,2495000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-amanuensgatan-9-18321400,Uppsala,Uppsala,Amanuensgatan9,3,68.0,5050,2995000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-amanuensgatan-9-18321517,Uppsala,Uppsala,Amanuensgatan9,3,60.0,4700,2595000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-amanuensgatan-9-18321401,Uppsala,Uppsala,Amanuensgatan9,2,44.0,3900,2295000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-kommun-amanuensgatan-9-18321717,Uppsala,Uppsala,Amanuensgatan9,1,35.0,3300,1795000
https://www.hemnet.se/bostad/lagenhet-5rum-uppsala-kommun-gosta-wahlstroms-vag-2-b-19427155,Uppsala,Uppsala,GöstaWahlströmsväg2B,5,110.0,6584,5545000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-gosta-wahlstroms-vag-2-d-18796396,Uppsala,Uppsala,GöstaWahlströmsväg2D,2,35.0,3109,2045000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-gosta-wahlstroms-vag-2-d-19179895,Uppsala,Uppsala,GöstaWahlströmsväg2D,2,55.0,3945,2495000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-gosta-wahlstroms-vag-2-e-17583601,Uppsala,Uppsala,GöstaWahlströmsväg2E,2,34.0,3067,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-rosendal-uppsala-kommun-grindstugegatan-5-19426375,Rosendal,Rosendal,Grindstugegatan5,2,45.5,2977,2295000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-kommun-slottsgrand-2d-19261937,Centrum,Centrum,Slottsgränd2D,2,45.0,2885,2645000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-kommun-slottsgrand-2d-18757701,Centrum,Centrum,Slottsgränd2D,2,43.6,2872,2795000
https://www.hemnet.se/bostad/lagenhet-4rum-rosendal-uppsala-kommun-prefektgatan-3-19039060,Rosendal,Rosendal,Prefektgatan3,4,83.0,3828,3495000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-vaksalagatan-55-19256377,Fålhagen,Fålhagen,Vaksalagatan55,1,21.0,2828,1200000
https://www.hemnet.se/bostad/lagenhet-2rum-stenhagen-uppsala-kommun-milstensvagen-104-19418675,STENHAGEN,STENHAGEN,Milstensvägen104,2,54.0,3693,1650000
https://www.hemnet.se/bostad/lagenhet-2rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-30-19418016,Rosendal,Rosendal,TorgnySegerstedtsallé30,2,52.0,3411,1995000
https://www.hemnet.se/bostad/lagenhet-4rum-stenhagen-uppsala-kommun-kullerstensvagen-7b-19418678,Stenhagen,Stenhagen,Kullerstensvägen7B,4,105.0,6767,2595000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-uppsala-kommun-siktargatan-28-19419196,Uppsala,Uppsala,Siktargatan28,2,60.0,3614,2195000
https://www.hemnet.se/bostad/lagenhet-2rum-norra-luthagen-uppsala-kommun-fyrisvallsgatan-18-b-17382199,Norra Luthagen,NorraLuthagen,Fyrisvallsgatan18B,2,63.0,3346,2695000
https://www.hemnet.se/bostad/lagenhet-4rum-norra-luthagen-uppsala-kommun-fyrisvallsgatan-18-b-18500457,Norra Luthagen,NorraLuthagen,Fyrisvallsgatan18B,4,91.0,4648,3495000
https://www.hemnet.se/bostad/lagenhet-4rum-norra-luthagen-uppsala-kommun-gimogatan-3c-18625336,Norra Luthagen,NorraLuthagen,Gimogatan3C,4,109.0,5494,4250000
https://www.hemnet.se/bostad/lagenhet-5rum-norra-luthagen-uppsala-kommun-gimogatan-3b-18500495,Norra Luthagen,NorraLuthagen,Gimogatan3B,5,110.0,5484,4195000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-falhagen-uppsala-kommun-hjalmar-brantingsgatan-5b-19418855",Fålhagen,Fålhagen,HjalmarBrantingsgatan5B,1.5,26.0,1508,1695000
https://www.hemnet.se/bostad/lagenhet-3rum-kungsangen-uppsala-kommun-sagargatan-11b-19417995,Kungsängen,Kungsängen,Sågargatan11B,3,85.0,3312,3750000
https://www.hemnet.se/bostad/lagenhet-2rum-gunsta-uppsala-kommun-hjulaxelvagen-204-lgh-1101-18553955,Gunsta,Gunsta,Hjulaxelvägen204lgh1101,2,55.0,3246,1685000
https://www.hemnet.se/bostad/lagenhet-3rum-savja-uppsala-kommun-bergslagsresan-111-19407575,Sävja,Sävja,Bergslagsresan111,3,80.5,4606,1890000
https://www.hemnet.se/bostad/lagenhet-2rum-kapellgardet-uppsala-kommun-vattholmavagen-8c-19407436,Kapellgärdet,Kapellgärdet,Vattholmavägen8C,2,46.0,3344,2095000
https://www.hemnet.se/bostad/lagenhet-3rum-savja-uppsala-kommun-stenbrohultsvagen-111-19408498,Sävja,Sävja,Stenbrohultsvägen111,3,80.1,6300,1650000
https://www.hemnet.se/bostad/lagenhet-5rum-kvarntorget-uppsala-kommun-kvarntorgsgatan-2c-17492355,Kvarntorget,Kvarntorget,Kvarntorgsgatan2C,5,133.0,9721,7500000
https://www.hemnet.se/bostad/lagenhet-4rum-kvarntorget-uppsala-kommun-kvarntorget-1b-17942399,Kvarntorget,Kvarntorget,Kvarntorget1B,4,93.0,6892,3950000
https://www.hemnet.se/bostad/lagenhet-2rum-kvarntorget-uppsala-kommun-kvarntorgsgatan-2c-18451518,Kvarntorget,Kvarntorget,Kvarntorgsgatan2C,2,52.5,4171,2850000
https://www.hemnet.se/bostad/lagenhet-2rum-kvarntorget-uppsala-kommun-kvarntorgsgatan-2b-18003296,Kvarntorget,Kvarntorget,Kvarntorgsgatan2B,2,47.0,3839,1950000
https://www.hemnet.se/bostad/lagenhet-2rum-falhagen-uppsala-kommun-petterslundsgatan-14a-19403335,Fålhagen,Fålhagen,Petterslundsgatan14A,2,40.0,2818,1795000
https://www.hemnet.se/bostad/lagenhet-1rum-hoganas-uppsala-kommun-torkelsgatan-28-c-18916296,Höganäs,Höganäs,Torkelsgatan28C,1,40.7,1927,1695000
https://www.hemnet.se/bostad/lagenhet-1rum-centrum-hoganas-uppsala-kommun-storgatan-6-18905318,Centrum/Höganäs,Centrum,Storgatan6,1,28.5,1726,1650000
https://www.hemnet.se/bostad/lagenhet-3rum-loten-uppsala-kommun-stagneliusgatan-23-19156018,Löten,Löten,Stagneliusgatan23,3,84.5,5071,1900000
https://www.hemnet.se/bostad/lagenhet-1rum-framre-luthagen-uppsala-kommun-sysslomansgatan-7-18943955,Främre Luthagen,FrämreLuthagen,Sysslomansgatan7,1,25.0,2646,1800000
https://www.hemnet.se/bostad/lagenhet-2rum-granby-uppsala-kommun-rabyvagen-53b-19381455,Gränby,Gränby,Råbyvägen53B,2,53.0,3227,1750000
https://www.hemnet.se/bostad/lagenhet-1rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-27-19395055,Rosendal,Rosendal,TorgnySegerstedtsallé27,1,33.0,1614,1750000
https://www.hemnet.se/bostad/lagenhet-2rum-luthagen-uppsala-kommun-geijersgatan-50b-19396376,Luthagen,Luthagen,Geijersgatan50B,2,43.0,3257,1895000
https://www.hemnet.se/bostad/lagenhet-2rum-slavsta-uppsala-kommun-klarbarsgatan-96-19392356,Slavsta,Slavsta,Klarbärsgatan96,2,58.4,4312,1595000
https://www.hemnet.se/bostad/lagenhet-1rum-salabacke-uppsala-kommun-arstagatan-18b-19396577,Salabacke,Salabacke,Årstagatan18B,1,18.0,1192,1095000
https://www.hemnet.se/bostad/lagenhet-1rum-kapellgardet-uppsala-kommun-kantorsgatan-9-19399675,Kapellgärdet,Kapellgärdet,Kantorsgatan9,1,33.0,2667,1495000
"https://www.hemnet.se/bostad/lagenhet-3,5rum-granby-uppsala-kommun-granby-bilgata-12-19398735",Gränby,Gränby,Gränbybilgata12,3.5,82.5,4401,2290000
https://www.hemnet.se/bostad/lagenhet-2rum-falhagen-uppsala-kommun-marielundsgatan-5-a-19398075,Fålhagen,Fålhagen,Marielundsgatan5A,2,50.0,2526,2395000
https://www.hemnet.se/bostad/lagenhet-3rum-falhagen-uppsala-kommun-torkelsgatan-8c-19399077,Fålhagen,Fålhagen,Torkelsgatan8C,3,62.0,4625,2395000
https://www.hemnet.se/bostad/lagenhet-4rum-kungsangen-industristaden-uppsala-kommun-muningatan-27-19398980,Kungsängen - Industristaden,Kungsängen,Muningatan27,4,104.0,4305,3495000
https://www.hemnet.se/bostad/lagenhet-1rum-luthagen-uppsala-kommun-luthagsesplanaden-34a-19396357,Luthagen,Luthagen,Luthagsesplanaden34A,1,28.0,1611,1795000
https://www.hemnet.se/bostad/lagenhet-2rum-loten-uppsala-kommun-stagneliusgatan-11-19396816,Löten,Löten,Stagneliusgatan11,2,65.5,4175,1875000
https://www.hemnet.se/bostad/lagenhet-2rum-arsta-uppsala-kommun-grasloksgatan-18-19396318,Årsta,Årsta,Gräslöksgatan18,2,63.0,3528,2095000
"https://www.hemnet.se/bostad/lagenhet-2,5rum-falhagen-uppsala-kommun-falhagsleden-5-a-19395917",Fålhagen,Fålhagen,Fålhagsleden5A,2.5,60.0,3546,2695000
https://www.hemnet.se/bostad/lagenhet-3rum-norra-luthagen-uppsala-kommun-fyrisvallsgatan-18-e-18625455,Norra Luthagen,NorraLuthagen,Fyrisvallsgatan18E,3,77.0,3888,2695000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-kapellgardet-uppsala-kommun-torngatan-34-19302480",KAPELLGÄRDET,KAPELLGÄRDET,Torngatan34,1.5,39.0,2720,1850000
https://www.hemnet.se/bostad/lagenhet-1rum-kungsangen-uppsala-kommun-tullgarnsgatan-3-19390335,Kungsängen,Kungsängen,Tullgarnsgatan3,1,34.0,1873,1995000
https://www.hemnet.se/bostad/lagenhet-1rum-luthagen-uppsala-kommun-gimogatan-13a-19391258,Luthagen,Luthagen,Gimogatan13A,1,34.0,2441,1595000
https://www.hemnet.se/bostad/lagenhet-1rum-svartbacken-uppsala-kommun-svartbacksgatan-80a-18869815,Svartbäcken,Svartbäcken,Svartbäcksgatan80A,1,25.7,1896,1395000
https://www.hemnet.se/bostad/lagenhet-4rum-gottsunda-uppsala-kommun-vackra-birgers-vag-141-19374998,Gottsunda,Gottsunda,Vackrabirgersväg141,4,91.5,5400,1495000
https://www.hemnet.se/bostad/lagenhet-3rum-valsatra-uppsala-kommun-hugo-alfvens-vag-16-19385598,Valsätra,Valsätra,HugoAlfvénsväg16,3,77.8,3946,1950000
https://www.hemnet.se/bostad/lagenhet-2rum-svartbacken-uppsala-kommun-svartbacksgatan-74-a-19153330,Svartbäcken,Svartbäcken,Svartbäcksgatan74A,2,52.0,2907,1895000
https://www.hemnet.se/bostad/lagenhet-1rum-kapellgardet-uppsala-kommun-vattholmavagen-8-b-19376275,Kapellgärdet,Kapellgärdet,Vattholmavägen8B,1,29.0,2536,1495000
https://www.hemnet.se/bostad/lagenhet-4rum-kapellgardet-uppsala-kommun-vattholmavagen-8c-19376595,Kapellgärdet,Kapellgärdet,Vattholmavägen8C,4,130.0,6763,5500000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-vaksalagatan-38b-19374757,Fålhagen,Fålhagen,Vaksalagatan38B,1,30.0,1839,1650000
https://www.hemnet.se/bostad/lagenhet-2rum-rosendal-uppsala-kommun-prefektgatan-8-19374456,Rosendal,Rosendal,Prefektgatan8,2,40.0,2298,2195000
https://www.hemnet.se/bostad/lagenhet-4rum-kapellgardet-uppsala-kommun-orgelgatan-7-19374066,Kapellgärdet,Kapellgärdet,Orgelgatan7,4,94.0,5260,3650000
https://www.hemnet.se/bostad/lagenhet-3rum-falhagen-uppsala-kommun-petterslundsgatan-21a-19374915,Fålhagen,Fålhagen,Petterslundsgatan21A,3,67.0,3145,2850000
https://www.hemnet.se/bostad/lagenhet-2rum-rosendal-uppsala-kommun-prefektgatan-1-19157824,Rosendal,Rosendal,Prefektgatan1,2,40.0,1908,1795000
https://www.hemnet.se/bostad/lagenhet-3rum-sala-backe-uppsala-kommun-murargatan-14b-18880935,Sala backe,Salabacke,Murargatan14B,3,70.1,4103,2100000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-uppsala-kommun-fyrislundsgatan-37c-19373046,Uppsala,Uppsala,Fyrislundsgatan37C,2,35.0,2301,1450000
https://www.hemnet.se/bostad/lagenhet-5rum-bellman-uppsala-kommun-bellmansgatan-18-19373438,Bellman,Bellman,Bellmansgatan18,5,136.0,7799,3100000
https://www.hemnet.se/bostad/lagenhet-2rum-lanna-uppsala-kommun-almungevagen-137-b-19371855,Länna,Länna,Almungevägen137B,2,49.0,2514,1495000
"https://www.hemnet.se/bostad/lagenhet-4rum-savja-uppsala-kommun-blekingevagen-15,-fast-pris-19374239",Sävja,Sävja,Blekingevägen15,4,95.4,5609,1750000
https://www.hemnet.se/bostad/lagenhet-2rum-hoganas-uppsala-kommun-s-t-olofsgatan-62a-19062800,Höganäs,Höganäs,S:tOlofsgatan62A,2,60.0,3184,2495000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-kungsangen-industristaden-uppsala-kommun-kryddblandargatan-13-18881096",Kungsängen - Industristaden,Kungsängen,Kryddblandargatan13,1.5,34.0,2401,1900000
https://www.hemnet.se/bostad/lagenhet-2rum-salabacke-uppsala-kommun-arstagatan-15-19374001,Salabacke,Salabacke,Årstagatan15,2,54.0,3235,1989000
https://www.hemnet.se/bostad/lagenhet-2rum-kapellgardet-uppsala-kommun-kantorsgatan-5-19373920,Kapellgärdet,Kapellgärdet,Kantorsgatan5,2,56.0,3838,2350000
https://www.hemnet.se/bostad/lagenhet-1rum-granby-uppsala-kommun-rabyvagen-55a-12251719,GRÄNBY,GRÄNBY,Råbyvägen55A,1,29.0,2179,1295000
https://www.hemnet.se/bostad/lagenhet-1rum-ultuna-uppsala-kommun-ekoxvagen-20-18939755,Ultuna,Ultuna,Ekoxvägen20,1,35.0,2432,1295000
https://www.hemnet.se/bostad/lagenhet-2rum-falhagen-uppsala-kommun-salagatan-39-c-19217955,Fålhagen,Fålhagen,Salagatan39C,2,60.0,3746,2995000
https://www.hemnet.se/bostad/lagenhet-1rum-kapellgardet-uppsala-kommun-kapellgatan-2-19153640,Kapellgärdet,Kapellgärdet,Kapellgatan2,1,36.0,2851,1650000
https://www.hemnet.se/bostad/lagenhet-3rum-fullero-hage-uppsala-kommun-stackmolnsvagen-85e-19359717,Fullerö Hage,FulleröHage,Stackmolnsvägen85E,3,70.0,4222,1850000
https://www.hemnet.se/bostad/lagenhet-3rum-salabacke-uppsala-kommun-johannesbacksgatan-93-19352743,Salabacke,Salabacke,Johannesbäcksgatan93,3,70.0,4185,2350000
https://www.hemnet.se/bostad/lagenhet-2rum-luthagen-uppsala-kommun-luthagsesplanaden-18a-19196175,LUTHAGEN,LUTHAGEN,Luthagsesplanaden18A,2,45.0,1791,2690000
https://www.hemnet.se/bostad/lagenhet-3rum-stenhagen-uppsala-kommun-opalvagen-47-19348638,Stenhagen,Stenhagen,Opalvägen47,3,66.0,4127,1995000
https://www.hemnet.se/bostad/lagenhet-1rum-valsatra-uppsala-kommun-bernadottestigen-1a-19351563,Valsätra,Valsätra,Bernadottestigen1A,1,31.0,2095,1295000
https://www.hemnet.se/bostad/lagenhet-1rum-arsta-uppsala-kommun-korvelgatan-10-c-19350704,Årsta,Årsta,Körvelgatan10C,1,28.0,1855,995000
https://www.hemnet.se/bostad/lagenhet-1rum-kapellgardet-uppsala-kommun-kapellgatan-3-19351000,Kapellgärdet,Kapellgärdet,Kapellgatan3,1,47.0,2837,1995000
https://www.hemnet.se/bostad/lagenhet-3rum-salabacke-uppsala-kommun-murargatan-14-d-19351118,Salabacke,Salabacke,Murargatan14D,3,70.1,4103,1995000
https://www.hemnet.se/bostad/lagenhet-1rum-salabacke-uppsala-kommun-murargatan-14-d-19351135,Salabacke,Salabacke,Murargatan14D,1,24.5,1815,1295000
https://www.hemnet.se/bostad/lagenhet-4rum-skyttorp-uppsala-kommun-snickar-anders-vag-hus-11-19348236,Skyttorp,Skyttorp,Snickar,4,112.0,5996,2950000
https://www.hemnet.se/bostad/lagenhet-3rum-rosendal-uppsala-kommun-gerd-enequists-gata-14-19107299,Rosendal,Rosendal,GerdEnequistsGata14,3,81.0,4618,3345000
https://www.hemnet.se/bostad/lagenhet-4rum-rosendal-uppsala-kommun-gerd-enequists-gata-14-19076677,Rosendal,Rosendal,GerdEnequistsGata14,4,89.5,5008,3595000
https://www.hemnet.se/bostad/lagenhet-2rum-svartbacken-uppsala-kommun-gamla-uppsalagatan-22-19346297,Svartbäcken,Svartbäcken,Gamlauppsalagatan22,2,53.0,2605,2095000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-kommun-amanuensgatan-9-19262256,Uppsala,Uppsala,Amanuensgatan9,4,82.0,5800,4095000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-kommun-stationsgatan-24-19153587,Centrum,Centrum,Stationsgatan24,2,40.0,2602,2295000
https://www.hemnet.se/bostad/lagenhet-1rum-arsta-uppsala-kommun-falhagsleden-103-19330958,ÅRSTA,ÅRSTA,Fålhagsleden103,1,31.4,1950,1550000
https://www.hemnet.se/bostad/lagenhet-1rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-93b-19330457,Rosendal,Rosendal,TorgnySegerstedtsallé93B,1,32.0,2303,1595000
"https://www.hemnet.se/bostad/lagenhet-4rum-kabo-uppsala-kommun-banergatan-16-c,-1201-18332022",KÅBO,KÅBO,Banérgatan16C,4,89.0,5854,3690000
https://www.hemnet.se/bostad/lagenhet-1rum-sodra-rosendal-uppsala-kommun-torgny-segerstedts-alle-4-19325339,Södra Rosendal,SödraRosendal,TorgnySegerstedtsAllé4,1,31.0,1590,1550000
https://www.hemnet.se/bostad/lagenhet-1rum-svartbacken-uppsala-kommun-folkungagatan-22b-19325360,Svartbäcken,Svartbäcken,Folkungagatan22B,1,31.7,1723,1595000
https://www.hemnet.se/bostad/lagenhet-2rum-ekeby-uppsala-kommun-reykjaviksgatan-134-19325483,Ekeby,Ekeby,Reykjaviksgatan134,2,67.5,2916,2495000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-uppsala-kommun-prefektgatan-1-19325879,Uppsala,Uppsala,Prefektgatan1,1,27.0,1503,1495000
https://www.hemnet.se/bostad/lagenhet-2rum-luthagen-uppsala-kommun-sturegatan-18c-19325048,Luthagen,Luthagen,Sturegatan18C,2,51.2,3050,2125000
https://www.hemnet.se/bostad/lagenhet-3rum-luthagen-uppsala-kommun-pelargatan-8-19324022,LUTHAGEN,LUTHAGEN,Pelargatan8,3,80.0,4051,2900000
https://www.hemnet.se/bostad/lagenhet-1rum-salabacke-uppsala-kommun-byggmastargatan-1c-18663875,Salabacke,Salabacke,Byggmästargatan1C,1,25.5,1933,1295000
https://www.hemnet.se/bostad/lagenhet-4rum-rickomberga-uppsala-kommun-polhemsgatan-2-19322737,Rickomberga,Rickomberga,Polhemsgatan2,4,105.0,5632,3750000
https://www.hemnet.se/bostad/lagenhet-4rum-herrhagen-uppsala-kommun-milstensvagen-72-19322015,Herrhagen,Herrhagen,Milstensvägen72,4,83.0,4533,2195000
https://www.hemnet.se/bostad/lagenhet-2rum-kapellgardet-uppsala-kommun-rabyvagen-80-19220497,Kapellgärdet,Kapellgärdet,Råbyvägen80,2,52.0,3250,1995000
https://www.hemnet.se/bostad/lagenhet-3rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-17b-19300655,Rosendal,Rosendal,TorgnySegerstedtsAllé17B,3,74.0,4311,3195000
https://www.hemnet.se/bostad/lagenhet-1rum-salabacke-uppsala-kommun-fyrislundsgatan-37a-18995458,SALABACKE,SALABACKE,Fyrislundsgatan37A,1,30.0,2217,1370000
https://www.hemnet.se/bostad/lagenhet-3rum-granby-uppsala-kommun-dimgatan-11-19306109,Gränby,Gränby,Dimgatan11,3,75.5,3982,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-norby-uppsala-kommun-svampvagen-7-a-19306541,Norby,Norby,Svampvägen7A,2,60.0,3438,1695000
https://www.hemnet.se/bostad/lagenhet-3rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-89-19305405,Rosendal,Rosendal,TorgnySegerstedtsallé89,3,86.0,3966,3295000
https://www.hemnet.se/bostad/lagenhet-2rum-loten-uppsala-kommun-lings-vag-85-19303078,Löten,Löten,Lingsväg85,2,69.0,4202,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-arsta-uppsala-kommun-fyrislundsgatan-48-19306102,Årsta,Årsta,Fyrislundsgatan48,2,62.3,2303,1875000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-falhagen-uppsala-kommun-falhagsleden-8d-19305221",Fålhagen,Fålhagen,Fålhagsleden8D,1.5,41.5,2255,1795000
https://www.hemnet.se/bostad/lagenhet-3rum-kapellgardet-uppsala-kommun-kantorsgatan-3b-19304458,KAPELLGÄRDET,KAPELLGÄRDET,Kantorsgatan3B,3,64.0,4395,2450000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-kungsgatan-66-d-19274976,Uppsala,Uppsala,Kungsgatan66D,3,84.0,6000,4095000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-kommun-sockergatan-4-18040395,Uppsala,Uppsala,Sockergatan4,4,80.0,5900,3995000
https://www.hemnet.se/bostad/lagenhet-5rum-uppsala-kommun-sockergatan-2-19274677,Uppsala,Uppsala,Sockergatan2,5,114.0,7600,6495000
https://www.hemnet.se/bostad/lagenhet-2rum-salabacke-uppsala-kommun-lastmakargatan-10-a-19297597,Salabacke,Salabacke,Lästmakargatan10A,2,51.5,3175,1895000
https://www.hemnet.se/bostad/lagenhet-3rum-rickomberga-uppsala-kommun-otto-myrbergs-vag-4a-19296815,Rickomberga,Rickomberga,OttoMyrbergsväg4A,3,81.0,4853,2995000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-uppsala-uppsala-kommun-gustaf-kjellbergs-vag-8-19297815",Uppsala,Uppsala,GustafKjellbergsväg8,1.5,48.9,3818,1415000
https://www.hemnet.se/bostad/lagenhet-1rum-kungsgardet-uppsala-kommun-s-t-johannesgatan-36b-19298676,Kungsgärdet,Kungsgärdet,S:tJohannesgatan36B,1,33.0,2430,1695000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-kommun-kungsgatan-66-d-18433738,Uppsala,Uppsala,Kungsgatan66D,1,33.0,3300,2595000
https://www.hemnet.se/bostad/lagenhet-2rum-rosendal-uppsala-kommun-gerd-enequists-gata-12b-19295440,Rosendal,Rosendal,GerdEnequistsGata12B,2,50.0,3184,2345000
https://www.hemnet.se/bostad/lagenhet-1rum-nyby-uppsala-kommun-leopoldsgatan-32-19295938,Nyby,Nyby,Leopoldsgatan32,1,39.5,2760,1445000
https://www.hemnet.se/bostad/lagenhet-1rum-rickomberga-uppsala-kommun-polhemsgatan-8-19292917,Rickomberga,Rickomberga,Polhemsgatan8,1,41.0,2916,1690000
"https://www.hemnet.se/bostad/lagenhet-2,5rum-salabacke-uppsala-kommun-arstagatan-43-19277297",Salabacke,Salabacke,Årstagatan43,2.5,64.0,3170,2095000
https://www.hemnet.se/bostad/lagenhet-3rum-kapellgardet-uppsala-kommun-orgelgatan-14-19278807,Kapellgärdet,Kapellgärdet,Orgelgatan14,3,75.0,3955,3095000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-hjalmar-brantingsgatan-5b-19279719,Uppsala,Uppsala,HjalmarBrantingsgatan5B,2,58.6,3372,2750000
https://www.hemnet.se/bostad/lagenhet-3rum-kapellgardet-uppsala-kommun-portalgatan-37-16850897,Kapellgärdet,Kapellgärdet,Portalgatan37,3,86.0,5283,2850000
"https://www.hemnet.se/bostad/lagenhet-3,5rum-vange-uppsala-kommun-vangsbyvagen-78-19277615",Vänge,Vänge,Vangsbyvägen78,3.5,83.5,5970,1875000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-kungsgatan-66-d-18433638,Uppsala,Uppsala,Kungsgatan66D,2,54.0,4390,2795000
https://www.hemnet.se/bostad/lagenhet-3rum-ulleraker-uppsala-kommun-eva-lagerwalls-vag-22-19194675,Ulleråker,Ulleråker,EvaLagerwallsVäg22,3,68.0,4143,2700000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-s-t-goransgatan-24b-18891475,Fålhagen,Fålhagen,S:tGöransgatan24B,1,22.5,1675,1295000
https://www.hemnet.se/bostad/lagenhet-1rum-granby-uppsala-kommun-rabyvagen-53d-18608975,Gränby,Gränby,Råbyvägen53D,1,36.0,2484,1450000
https://www.hemnet.se/bostad/lagenhet-2rum-loten-uppsala-kommun-bellmansgatan-4-16916156,LÖTEN,LÖTEN,Bellmansgatan4,2,67.0,3790,1750000
https://www.hemnet.se/bostad/lagenhet-3rum-svartbacken-uppsala-kommun-egilsgatan-15-b-19252716,Svartbäcken,Svartbäcken,Egilsgatan15B,3,73.5,4570,2975000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-bergslagsresan-74-19253416,Uppsala,Uppsala,Bergslagsresan74,3,78.5,4533,1795000
"https://www.hemnet.se/bostad/lagenhet-2,5rum-kvarngardet-uppsala-kommun-rabyvagen-41-19258379",Kvarngärdet,Kvarngärdet,Råbyvägen41,2.5,54.5,3218,1650000
https://www.hemnet.se/bostad/lagenhet-4rum-vadergatorna-uppsala-kommun-regngatan-19-19258277,Vädergatorna,Vädergatorna,Regngatan19,4,96.0,5750,2350000
https://www.hemnet.se/bostad/lagenhet-1rum-kapellgardet-uppsala-kommun-orgelgatan-2-19256465,KAPELLGÄRDET,KAPELLGÄRDET,Orgelgatan2,1,36.0,2793,1750000
https://www.hemnet.se/bostad/lagenhet-4rum-rosendal-uppsala-kommun-gerd-enequists-gata-12a-19256315,Rosendal,Rosendal,GerdEnequistsGata12A,4,91.5,5102,3745000
https://www.hemnet.se/bostad/lagenhet-2rum-ultuna-uppsala-kommun-gote-turessons-vag-7a-19037910,Ultuna,Ultuna,GöteTuressonsväg7A,2,49.0,3543,2385000
