region,location,street_address,num_of_rooms,size,fee,final_price,initial_price
Stockholmskommun,Östermalm,"Studentbacken 34, 3tr",3,76.5 ,4575,6900000,6764705
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,"Per Lindeströms väg 115, 3 tr",3,57 ,3680,3500000,2991452
Stockholmskommun,LägenhetLägenhetSkärholmen,Äspholmsvägen 3,3,81 ,3275,2920000,2495726
Stockholmskommun,Vällingby,Abiskovägen 6,3,76 ,3777,2650000,2387387
Nackakommun,LägenhetLägenhetMarinstaden,"Marinstadsvägen 5, 7tr",3,120 ,5959,12200000,11844660
Stockholmskommun,Vasastan,"Döbelnsgatan 53, 3tr",3,88 ,2661,12250000,11448598
Stockholmskommun,Södermalm,"Tegelviksgatan 38, föreningen äger marken",3,86.5 ,4815,7550000,11448598
Stockholmskommun,LägenhetLägenhetAkallahöjden,"Pargasgatan 11, 1tr",3,80 ,4536,2400000,2201834
Stockholmskommun,Östermalm,Rindögatan 26,2,29 ,1961,3850000,3499999
Stockholmskommun,LägenhetLägenhetKärrtorp,Fyrskeppsvägen 42,1,30 ,1906,2100000,2000000
Stockholmskommun,Midsommarkransen,Cedergrensvägen 4,3,78 ,4704,8100000,2000000
Sollentunakommun,LägenhetLägenhetEdsberg,"Kruthornsvägen 26, 3tr",3,66 ,3968,2250000,2142857
Stockholmskommun,Södermalm,Kocksgatan 40,2,37 ,2296,3475000,3440594
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,"Paternostervägen 40, 1 tr",4,85 ,4344,6100000,5980392
Sollentunakommun,LägenhetLägenhetSjöberg,Sidensvansvägen 83,2,35 ,2272,1850000,1745283
Stockholmskommun,LägenhetLägenhetAkalla,"Sibeliusgången 36, 7 tr",3,80.9 ,4857,1890000,1890000
Stockholmskommun,LägenhetLägenhetFarsta,"Glavagatan 25, 2 tr",4,92 ,5845,4220000,4220000
Nackakommun,LägenhetLägenhetKvarnholmen,Kvarnholmsvägen 80,2,55 ,2645,4275000,3995327
Solnakommun,LägenhetLägenhetCentralaSolna,"Blomgatan 6, 3tr",2,43 ,1796,3200000,2882882
Stockholmskommun,Kungsholmen,"Kungsholms kyrkoplan 4, 2tr",2,50 ,2338,5150000,5049019
Stockholmskommun,LägenhetLägenhetKista,Köpenhamnsgatan 28,3,81 ,3667,2475000,2379807
Stockholmskommun,LägenhetLägenhetStureby,"Bäckaskiftsvägen 76, 3 tr",2,57 ,2727,2970000,2495798
Stockholmskommun,Kungsholmen,"Kungsholms Strand 141, 3tr",2,41 ,1745,4155000,3995192
Stockholmskommun,LägenhetLägenhetNorrMälarstrand,"Norr Mälarstrand 94, högst upp",3,80 ,4204,9900000,9900000
Solnakommun,LägenhetLägenhetBergshamra,Rådjursstigen 22,1,44 ,1875,2525000,2404761
Stockholmskommun,Vasastan,"Torsplan 8, våning 8",3,77 ,4516,9650000,2404761
Stockholmskommun,LägenhetLägenhetEnskede,"Nynäsvägen 369, 1,5 tr",2,65 ,4317,3750000,3712871
Stockholmskommun,Södermalm,"Ljustergränd 1, 4 tr.",4,102 ,3958,9500000,8962264
Stockholmskommun,LägenhetLägenhetReimersholme,Reimersholmsgatan 39,5,123.5 ,7710,10200000,10000000
Stockholmskommun,LägenhetLägenhetVasastaden,Norrtullsgatan 36,3,48 ,2638,4600000,4000000
Stockholmskommun,LägenhetLägenhetVårberg,Båtholmsbacken 6,2,65 ,3193,2020000,1787610
Stockholmskommun,Vasastan,"Dalagatan 86H, 2tr",2,37 ,2204,4075000,3808411
Stockholmskommun,Telefonplan,"Pingstvägen 34, 3 tr",1,22 ,1654,2150000,1902654
Stockholmskommun,Kungsholmen,"Atterbomsvägen 60, vån 5 / 5",3,66 ,3136,6300000,1902654
Stockholmskommun,Kungsholmen,Stagneliusvägen 26,1,22 ,1607,2300000,2300000
Nackakommun,LägenhetLägenhetFinntorp,"Gamla Värmdövägen 2, 8tr",3,82 ,3639,4450000,3938053
Stockholmskommun,LägenhetLägenhetHögdalen,Trollesundsvägen 149,1,37.5 ,2242,2200000,1896551
Stockholmskommun,Kungsholmen,"Polhemsgatan 18, 6tr",2,54 ,3391,6400000,6153846
Stockholmskommun,LägenhetLägenhetÅrsta,"Långhalsvägen 9, 2 tr",2,44.9 ,2860,2880000,2482758
Stockholmskommun,LägenhetLägenhetSköndal,Dalbobranten 27,3,73 ,4074,3300000,2482758
Stockholmskommun,Bromma,"Kinnekullevägen 24, 2tr",3,48 ,2806,3850000,3347826
Stockholmskommun,Vällingby,"Råcksta gårdsväg 23, Vån 6",2,47 ,3224,2360000,2000000
Stockholmskommun,Bromma,"Gustavslundsvägen 165, 4 tr",3,64 ,3489,5000000,4807692
Stockholmskommun,Södermalm,Åsögatan 168,3,70 ,3623,7750000,6739130
Solnakommun,LägenhetLägenhetHuvudsta,Krysshammarvägen 30,3,81.6 ,4251,3450000,3450000
Stockholmskommun,LägenhetLägenhetÅrsta,Ymsenvägen 1,3,66 ,3227,5500000,3450000
Stockholmskommun,LägenhetLägenhetFarsta,Molkomsbacken 33,3,63 ,3126,2800000,2295081
Nackakommun,LägenhetLägenhetNacka,Sickla industriväg 14,2,52 ,3063,4800000,2295081
Stockholmskommun,Vasastan,Upplandsgatan 39,2,40 ,2007,5400000,5000000
Sundbybergskommun,LägenhetLägenhetRissne,Lavettvägen 34,3,80 ,4329,3100000,5000000
Stockholmskommun,Vasastan,"Hälsingegatan 10A, 3tr",2,43 ,2180,4675000,4675000
Solnakommun,LägenhetLägenhetHuvudsta,Jungfrudansen 5,1.5,42 ,2372,2500000,2155172
Stockholmskommun,LägenhetLägenhetHammarbySjöstad,"Virkesvägen 17c, pl 4",1,33 ,1779,2650000,2387387
Stockholmskommun,LägenhetLägenhetGamlastan,Skomakargatan 32,2,89 ,1540,10750000,10141509
Solnakommun,LägenhetLägenhetHagalund,"Kyrkbacken 5, 3tr",2,64 ,4323,2800000,2499999
Stockholmskommun,LägenhetLägenhetVårberg,Vårbergsvägen 193a,1,19 ,959,1360000,1142857
Stockholmskommun,Kungsholmen,"Drottningholmsvägen 53, vån 10",3,77.5 ,3420,7700000,6874999
Stockholmskommun,LägenhetLägenhetÄrvinge,Jellingegränd 7,3,75 ,5475,2000000,1904761
Stockholmskommun,LägenhetLägenhetFarsta,Molkomsbacken 15,3,55 ,1832,2840000,2000000
Solnakommun,LägenhetLägenhetGamlaHuvudsta,"Lundagatan 6A, vån 2 - ACCEPTERAT PRIS!",2,51 ,2731,3100000,3100000
Sundbybergskommun,LägenhetLägenhetDuvbo,Granlidsvägen 21,3,76 ,3950,4600000,4299065
Stockholmskommun,Östermalm,Engelbrektsgatan 33,2,61 ,2711,8325000,8004807
Stockholmskommun,Vasastan,"Hagagatan 46A, 3 tr gårdshus",2,57 ,2632,6400000,6153846
Stockholmskommun,LägenhetLägenhetFagersjö,Gräsandsvägen 23,4,87 ,3334,3100000,2605042
Stockholmskommun,LägenhetLägenhetHägersten,Hökmossevägen 27,2,44 ,3080,2600000,2605042
Stockholmskommun,LägenhetLägenhetGubbängen,Rubanksgränd 4,4,85 ,5781,5375000,4479166
Stockholmskommun,Södermalm,Katarina Bangata 42,1,27 ,885,3300000,2640000
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,Johan Printz Väg 12,2,37 ,2106,2450000,2401960
Stockholmskommun,Östermalm,Värtavägen 33,3,73 ,3043,8600000,8431372
Nackakommun,LägenhetLägenhetKvarnholmen,Makaronigränd 5,3,86 ,4649,6175000,5513392
Stockholmskommun,Kungsholmen,"Norr Mälarstrand 90, 5tr",2,41 ,2351,5100000,4857142
Stockholmskommun,Kungsholmen,"Kungsholms Strand 171, 6 tr",2,55 ,2834,6275000,5976190
Stockholmskommun,Södermalm,"Fatburs Kvarngata 17, 2tr",3,62 ,4007,5400000,5000000
Stockholmskommun,LägenhetLägenhetGärdet,"Östhammarsgatan 72 A ,EP",1,24 ,1535,2700000,2500000
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,Karlsborgsvägen 11,2,41 ,2713,3020000,2495867
Stockholmskommun,LägenhetLägenhetHagsätra,Frövigatan 2,3,77 ,4431,2510000,2201754
Stockholmskommun,Vasastan,Tulegatan 42,2,57 ,2652,5550000,5000000
Stockholmskommun,LägenhetLägenhetÄlvsjö,Tussmötevägen 300,2,64.5 ,4124,2950000,2587719
Solnakommun,Råsunda,"Gränsgatan 28, 5 tr - ACCEPTERAT PRIS! -",1.5,36 ,2010,3100000,3100000
Stockholmskommun,LägenhetLägenhetÅrsta,"Siljansvägen 44, 2tr",2,44.5 ,3126,2600000,2500000
Stockholmskommun,LägenhetLägenhetSofia,Åsögatan 161,2.5,69 ,1935,7250000,6971153
Solnakommun,LägenhetLägenhetHuvudsta,"Storgatan 76B, vån 5",2,54 ,3738,3500000,2991452
Stockholmskommun,LägenhetLägenhetEnskededalen,Dalgränd 66,4,102 ,6198,4375000,4247572
Stockholmskommun,Södermalm,Tideliusgränd 5,5,135 ,6293,18400000,4247572
Stockholmskommun,LägenhetLägenhetSpånga,"Skäftingebacken 38, 1tr",4,81 ,5723,2150000,1954545
Sundbybergskommun,LägenhetLägenhetSundbyberg,Gamla Enköpingsvägen 182,2,49 ,2855,2300000,2149532
Stockholmskommun,LägenhetLägenhetHägerstensåsen,"Inteckningsvägen 85, 2tr",2,53 ,2833,3200000,2807017
Sundbybergskommun,LägenhetLägenhetSundbybergCentrum,Löfströms allé 2B,3,80 ,4333,6700000,5775862
Stockholmskommun,Södermalm,"Östgötagatan 48A, 5tr",2,38 ,1492,3500000,3500000
Stockholmskommun,LägenhetLägenhetFruängen,Ellen Keys Gata 24,4,145 ,10699,4495000,4495000
Stockholmskommun,Midsommarkransen,"Radiusbacken 6, vån 3",2,55 ,3143,3940000,3396551
Stockholmskommun,Telefonplan,Tångvägen 28,2,45 ,2865,2750000,2291666
Stockholmskommun,LägenhetLägenhetJohanneshov,"Skulptörvägen 1, HÖGST UPP!",2,54 ,3075,3870000,3486486
Stockholmskommun,Telefonplan,"Mobilgatan 5, vån 4 / 5",3,86 ,4759,5700000,5229357
Stockholmskommun,LägenhetLägenhetBagarmossen,"Stångåvägen 8, 2tr",4,85 ,5427,6100000,5922330
Stockholmskommun,LägenhetLägenhetFarsta,"Larsbodavägen 53,8tr",6,151 ,8236,7150000,5000000
Nackakommun,LägenhetLägenhetSaltsjöqvarn,Bageribacken 8,4,92.5 ,4463,7750000,7242990
Nackakommun,LägenhetLägenhetEktorp,"Ugglevägen 1B, 2 tr",2,53 ,4423,2345000,2254807
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,"Wahlbergsgatan 15, 3 tr",2,38 ,2362,3050000,2652173
Stockholmskommun,Bromma,Klädesvägen 20,2,44 ,2564,2550000,2550000
Sundbybergskommun,LägenhetLägenhetLötsjöhöjden,"Fredsgränd 15, vån 3",2,64.5 ,3587,4750000,4279279
Stockholmskommun,Bromma,Rörläggarvägen 17,3,75 ,4332,4550000,3991228
Stockholmskommun,Vällingby,"Jämtlandsgatan 99, Vån 4 (13041 / 1301)",2,66 ,3483,3150000,3150000
Stockholmskommun,Södermalm,Ljusterögatan 3,3,76 ,4579,7150000,6499999
Stockholmskommun,LägenhetLägenhetHägerstensåsen,"Bäckvägen 169, 1tr",1,36 ,1875,2500000,2000000
Nackakommun,Sickla,Sickla Allé 65 1tr,3,92 ,5575,6500000,6018518
Stockholmskommun,Vällingby,"Råcksta Gårdsväg 28, Vån 2 (51203 / 1203)",3,75 ,4087,3520000,3520000
Solnakommun,LägenhetLägenhetJärvastaden,Järva skjutbaneväg 50,3,79 ,4046,4700000,4700000
Stockholmskommun,Kungsholmen,"Sankt Eriksgatan 43, vindsvåning",3,111+7 ,3407,15500000,15048543
Stockholmskommun,Södermalm,Nätgränd 3,3,79 ,4601,7675000,7675000
Nackakommun,LägenhetLägenhetVästraOrminge,Ormingeringen 77,1.5,37 ,2780,1850000,1697247
Sollentunakommun,LägenhetLägenhetTureberg,Vänortsstråket 55A,3,87.3 ,3889,2630000,2603960
Sundbybergskommun,LägenhetLägenhetCentralaSundbyberg,Tulegatan 20,3,74 ,4297,5450000,4780701
Stockholmskommun,Östermalm,"Nybrogatan 83, 5 tr",2,62 ,2904,8750000,8578431
Stockholmskommun,Bromma,Karlsbodavägen 49,1.5,35 ,2478,2400000,2086956
Stockholmskommun,Telefonplan,Cirkusvägen 10,2,57 ,2774,2850000,2499999
Sollentunakommun,LägenhetLägenhetTureberg,Turebergs allé 22,2,55 ,3438,2700000,2389380
Stockholmskommun,Bromma,Klädesvägen 32,1,34 ,1927,2450000,1991869
Stockholmskommun,LägenhetLägenhetEnskededalen,Sockenvägen 493,2,53 ,4500,2775000,2500000
Stockholmskommun,LägenhetLägenhetKatarina,"Tjurbergsgatan 36, 2tr",2,38 ,2171,4070000,3508620
Stockholmskommun,LägenhetLägenhetMariehäll,Klintbacken 8 ACCEPTERAT PRIS,2,50 ,2703,2795000,2795000
Sollentunakommun,LägenhetLägenhetEdsängen,Frestavägen 20,3,79 ,4608,3875000,2795000
Sundbybergskommun,LägenhetLägenhetCentralaSundbyberg,Tulegatan 73,2,55 ,3205,3550000,3198198
Stockholmskommun,Södermalm,"Folkungagatan 51, 5 tr",3,75 ,3947,8150000,7212389
Stockholmskommun,LägenhetLägenhetÅrsta,Borensvägen 13,2,45 ,2464,2825000,2173076
Stockholmskommun,LägenhetLägenhetGärdet,Furusundsgatan 16,3,57 ,2286,6000000,5504587
Solnakommun,LägenhetLägenhetVireberg,"Virebergsvägen 24, 7 tr",4,82 ,3704,5600000,4912280
Stockholmskommun,Vasastan,"Hälsingegatan 3, 1tr",4,110 ,3651,15275000,14547619
Stockholmskommun,Kungsholmen,"Runiusgatan 5, 1tr",2,47 ,2089,3450000,3194444
Stockholmskommun,Midsommarkransen,Cedergrensvägen 35,2,51 ,2981,3750000,3205128
Sollentunakommun,LägenhetLägenhetTureberg,Malmvägen 16C,4,93.4 ,3518,3035000,3004950
Stockholmskommun,LägenhetLägenhetAkalla,"Sibeliusgången 26, Accepterat pris!",3,71 ,2948,2200000,2156862
Stockholmskommun,LägenhetLägenhetÅrsta,Långhalsvägen 24,3,55 ,3404,3650000,2156862
Stockholmskommun,LägenhetLägenhetBlåsut,Fyrvaktarkroken 61,4,93 ,4632,6800000,6476190
Stockholmskommun,Kungsholmen,"Lars Forssells gata 22, 3 tr",5,115.5 ,4444,11995000,11995000
Sundbybergskommun,LägenhetLägenhetJärvastaden,Brukshundsvägen 28,2,44 ,2512,2650000,2500000
Stockholmskommun,LägenhetLägenhetGröndal,Utkiksbacken 30,2,52 ,3101,5300000,4491525
Nackakommun,LägenhetLägenhetNeglinge,Sturevägen 1C,2,59 ,3540,2495000,2495000
Stockholmskommun,LägenhetLägenhetÅrsta,"Årstavägen 7, vån. 5 / 5",2,54 ,3398,3550000,3256880
Stockholmskommun,LägenhetLägenhetriksby,Vadmalsvägen 16,2,53.5 ,3038,3060000,2593220
Stockholmskommun,LägenhetLägenhetHammarbysjöstad,Fendergatan 6,2,55 ,3330,4100000,3867924
Stockholmskommun,Vällingby,Rabattvägen 42 - Uteplats,2,59.5 ,4117,2300000,2000000
Solnakommun,LägenhetLägenhetBergshamra,"Ripstigen 6, 5tr",3,76 ,4219,4200000,4000000
Stockholmskommun,LägenhetLägenhetGamlaÖstberga,"Stamgatan 2, vån 2",3,78 ,5390,2600000,4000000
Stockholmskommun,LägenhetLägenhetMaria,"Hornsgatan 49, 5 tr",2,55 ,2316,5700000,4956521
Sollentunakommun,LägenhetLägenhetTureberg,Engelbrekts Väg 67,3,68.9 ,4692,3700000,3363636
Stockholmskommun,LägenhetLägenhetGloben,Skulptörvägen 16,3,84 ,4846,6200000,5585585
Stockholmskommun,LägenhetLägenhetHägerstensåsen,Förskottsvägen 7,3,56 ,3500,3600000,3185840
Sundbybergskommun,LägenhetLägenhetHallonbergen,Lötsjövägen 11,1,15 ,815,1195000,1106481
Sundbybergskommun,LägenhetLägenhetCentralaSundbyberg,Spinnerigatan 5A,4,94 ,5092,7000000,6796116
Stockholmskommun,LägenhetLägenhetSkärmarbrink,Palandergatan 23,2,40 ,2644,2600000,2300884
Stockholmskommun,Östermalm,Storskärsgatan 4,1.5,39 ,1796,4100000,3942307
Stockholmskommun,LägenhetLägenhetSpånga,"Enevägen 34, Vån 2",1,35 ,2593,1500000,1388888
Stockholmskommun,Vasastan,"Markvardsgatan 10, 3 tr",3,92 ,3439,12000000,11009174
Stockholmskommun,Södermalm,"Rosenlundsgatan 20, 2 tr",1.5,31 ,1846,3300000,2796610
Stockholmskommun,Skarpnäck,Skarpnäcks Allé 62A,3,80 ,5336,2585000,2308035
Sundbybergskommun,LägenhetLägenhetBrotorp,Brogatan 18,2,42 ,2585,2600000,2280701
Stockholmskommun,Vasastan,Atlasgatan 11,2.5,72 ,2995,7760000,7683168
Stockholmskommun,Södermalm,Götgatan 44A,2,64 ,1795,6650000,5937499
Solnakommun,LägenhetLägenhetHuvudsta,Bangatan 1F,3,73 ,3877,3400000,3400000
Stockholmskommun,LägenhetLägenhetHammarbySjöstad,Vävar Johans gata 11,3,67 ,4586,4870000,4728155
Stockholmskommun,Södermalm,"Tantogatan 47, vån 12",2,42.5 ,2097,3700000,3592233
Solnakommun,LägenhetLägenhetJärva,Fridensborgsvägen 31,2,64 ,3501,3600000,3600000
Stockholmskommun,Kungsholmen,"Lidnersgatan 2, 2 tr",2,48 ,3739,4375000,4166666
Solnakommun,LägenhetLägenhetKarolinska,Karolinska vägen 11,4,74+40 ,4618,8300000,8300000
Solnakommun,LägenhetLägenhetHuvudsta,Epistelvägen 7,2,47.5 ,2718,3230000,2858407
Stockholmskommun,Södermalm,"Heleneborgsgatan 36A, 3tr",1.5,40 ,2583,3850000,3437499
Stockholmskommun,Kungsholmen,"Stenshällsvägen 5, El ingår",1,18 ,1175,2080000,2080000
Stockholmskommun,Bromma,Klädesvägen 42,2,58 ,3287,3850000,2080000
Stockholmskommun,LägenhetLägenhetLiljeholmen,"Sjöviksbacken 18, 5tr",2,45 ,2818,3815000,3499999
Solnakommun,LägenhetLägenhetSolnaCSkytteholm,Framnäsbacken 14 lgh. 6,1,40 ,2233,3250000,3499999
Solnakommun,LägenhetLägenhetSolnaCSkytteholm,Framnäsbacken 14 lgh. 5,5,107 ,5974,4750000,3499999
Stockholmskommun,LägenhetLägenhetTraneberg,Kinnekullevägen 41,1,39 ,3834,2700000,2389380
Stockholmskommun,Södermalm,Heleneborgsgatan 27,2,64 ,3374,6500000,6372549
Stockholmskommun,LägenhetLägenhetGamlaÖstberga,"Stamgatan 50,2 tr",5,95 ,6787,3300000,2999999
Stockholmskommun,Skarpnäck,Vinggatan 14,2,63.5 ,4009,2550000,2276785
Stockholmskommun,LägenhetLägenhetGröndal,"Storsegelvägen 12, 2tr",2,51 ,2763,4150000,3990384
Solnakommun,Råsunda,Sommarvägen 6,3.5,70+5 ,3918,5340000,4487394
Nackakommun,LägenhetLägenhetSaltsjöqvarn,Västra Finnbodavägen 9D,2.5,67 ,2621,6200000,6200000
Stockholmskommun,LägenhetLägenhetBlackeberg,Drachmannsgatan 24,3,67 ,4340,3500000,3181818
Stockholmskommun,LägenhetLägenhetFredhäll,"Runiusgatan 5, 1 tr",2,38 ,1633,3200000,2990654
Stockholmskommun,Kungsholmen,Lustgårdsgatan 4,3,66 ,3443,5800000,5471698
Stockholmskommun,LägenhetLägenhetLiljeholmen,"Nybohovsgränd 11, 1tr",4,87 ,4011,5810000,5008620
Stockholmskommun,Vasastan,Wallingatan 14A,2,57 ,2001,5200000,5000000
Stockholmskommun,LägenhetLägenhetGröndal,"Bryggvägen 14, vån 4",1.5,35 ,1980,3115000,2492000
Sollentunakommun,LägenhetLägenhetCentralaSollentuna,Sofielundsvägen 1A,2,62.9 ,3706,3110000,3079207
Sundbybergskommun,LägenhetLägenhetRissne,Rissneleden 165 - VÅN 2,3,82.5 ,4269,4000000,3703703
Stockholmskommun,Östermalm,"Sandhamnsgatan 23, 3tr",1,24 ,480,2920000,2495726
Stockholmskommun,Södermalm,"Grindsgatan 52, 3tr - ACCEPTERAT PRIS",3,81.5 ,3881,6300000,6116504
Stockholmskommun,LägenhetLägenhetKista,"Sorögatan 17, SV",2,68 ,4079,1995000,1995000
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,Garagevägen 9,4,82 ,4382,6100000,5495495
Stockholmskommun,LägenhetLägenhetHammarbySjöstad,"Babordsgatan 7, vån 4 / 4",3,72 ,4194,7725000,6717391
Stockholmskommun,LägenhetLägenhetHammarbySjöstad,Kölnagatan 14,4,92 ,5170,9050000,8960396
Stockholmskommun,LägenhetLägenhetFarstaStrand,"Ekshäradsgatan 83, vån 8 av 9",3,66 ,4160,3250000,3250000
Solnakommun,LägenhetLägenhetJärvastaden,Fridensborgsvägen 25,2,70 ,3600,3950000,3950000
Stockholmskommun,Vasastan,Tegnérgatan 51A,2,42 ,844,5100000,5000000
Solnakommun,LägenhetLägenhetRitorp,Enköpingsvägen 19B,2,57.7 ,2789,2900000,2761904
Stockholmskommun,LägenhetLägenhetBjörkhagen,Karlskronavägen 23,5,107 ,6451,9300000,8532110
Solnakommun,LägenhetLägenhetBergshamraSödra,"Gamla vägen 9, 3 tr",3,84 ,3145,5400000,5000000
Stockholmskommun,LägenhetLägenhetÅrsta,"Orrfjärdsgränd 6, högst upp!",4,91.5 ,5797,6750000,6308411
Stockholmskommun,Vällingby,"Funäsgatan 6, Vån 13 (2131 / 2205)",2,45 ,2385,2800000,2295081
Stockholmskommun,LägenhetLägenhetSandsborg,Kyrkogårdsvägen 55,1,40 ,2228,2685000,2397321
Solnakommun,LägenhetLägenhetSolnaCSkytteholm,Framnäsbacken 14,7,147 ,8208,8000000,8000000
Stockholmskommun,Södermalm,"Heleneborgsgatan 48, 1 tr",3,60 ,2548,6000000,5504587
Stockholmskommun,LägenhetLägenhetHögdalen,Harpsundsvägen 61,3,67 ,3512,2950000,2587719
Nackakommun,LägenhetLägenhetFinnberget,Finnbergsvägen 50,3,58 ,3285,5100000,4678899
Stockholmskommun,Vasastan,Idungatan 8,2,62+12 ,2485,10000000,10000000
Solnakommun,Råsunda,"Solnavägen 110, våning 4",2,61 ,3386,4650000,4189189
Stockholmskommun,LägenhetLägenhetHögalid,Heleneborgsgatan 20,1.5,42 ,2483,4530000,3905172
Stockholmskommun,Södermalm,"Skånegatan 105 A, 5 tr",1,28 ,1911,3230000,2784482
Stockholmskommun,Södermalm,"Fatburs Brunnsgata 16, 6 tr.",2,66 ,3604,5500000,5500000
Stockholmskommun,LägenhetLägenhetÅrsta,"Siljansvägen 3, 2 tr",2,56.5 ,4051,3600000,3564356
Stockholmskommun,LägenhetLägenhetRiksby,"Synålsvägen 5, vån 2",3,60 ,3123,3200000,2857142
Stockholmskommun,LägenhetLägenhetUlvsunda,"Björkbacksvägen 61, vån 2",3,77 ,4169,4300000,2857142
Stockholmskommun,LägenhetLägenhetNockebyhov,Nockeby Backe 6,2,48 ,3119,3225000,2756410
Stockholmskommun,Vasastan,Wallingatan 11,1,28 ,1942,4025000,3411016
Stockholmskommun,Östermalm,Sibyllegatan 21,4,133 ,5323,21000000,20000000
Stockholmskommun,LägenhetLägenhetJohannesfred,Tackjärnsvägen 11,2,59 ,3012,4325000,4282178
Nackakommun,LägenhetLägenhetSaltsjöbaden,Torben Gruts väg 1,2,70 ,3375,6450000,6201923
Stockholmskommun,Vasastan,Rörstrandsgatan 15,2,40 ,2159,5450000,5000000
Stockholmskommun,LägenhetLägenhetHammarbySjöstad,"Sickla kanalgata 10, 3tr",2,69.5 ,4587,5950000,5509259
Stockholmskommun,Kungsholmen,Pipersgatan 5 A,5,130 ,5156,17500000,16990291
Stockholmskommun,LägenhetLägenhetHögdalen,"Harpsundsvägen 89, 3tr",2,65 ,3729,2600000,2000000
Stockholmskommun,LägenhetLägenhetHjorthagen,Dianavägen 31,3.5,86 ,2843,7800000,7500000
Stockholmskommun,LägenhetLägenhetFredhäll,"Messeniusgatan 6, 1 tr",3,46 ,3055,3800000,3689320
Stockholmskommun,LägenhetLägenhetBeckomberga,Beckomberga Allé 25 Accepterat pris!,4,100.5 ,4652,5600000,5490196
Stockholmskommun,Vällingby,Vittangigatan 20 (Vån 6),2,58 ,3526,2275000,1995614
Stockholmskommun,LägenhetLägenhetFridhemsplan,"Svarvargatan 10, 3 tr",2,37 ,1782,4150000,3487394
Stockholmskommun,LägenhetLägenhetHögalid,Lundagatan 44B,2,36.5 ,1890,3820000,3350877
Stockholmskommun,Östermalm,Rindögatan 14,1,25 ,1715,2950000,2500000
Stockholmskommun,LägenhetLägenhetFarsta,"Hammarögatan 26, 5 tr",4,93 ,5446,4700000,4234234
Stockholmskommun,Midsommarkransen,Vårgatan 3B,4,108 ,5879,9700000,8981481
Stockholmskommun,LägenhetLägenhetAkalla,"Saimagatan 11, 4 tr",3,73 ,4078,2000000,1886792
Stockholmskommun,LägenhetLägenhetMaria,Kattgränd 6,3,68 ,2944,7300000,7019230
Stockholmskommun,LägenhetLägenhetGamlaEnskede,Skogsvägen 1,3,49 ,3039,5250000,4449152
Solnakommun,Råsunda,"Virebergsvägen 16, Vån 6 / 6!",2,51 ,3338,3450000,3000000
Solnakommun,Råsunda,Råsundavägen 134,1,28 ,2325,2550000,2500000
Stockholmskommun,Kungsholmen,"Polhemsgatan 18B, gårdshus",2,54 ,3218,5200000,5000000
Solnakommun,LägenhetLägenhetSkytteholm,"Nybodagatan 3, vån 3",5,114.2 ,4680,6350000,5381355
Stockholmskommun,LägenhetLägenhetGröndal,"Grenljusbacken 21, 8tr",3,73 ,3116,6010000,5366071
Stockholmskommun,Kungsholmen,"Nordenflychtsvägen 64, vån 2",3,70 ,2155,5950000,5891089
Stockholmskommun,LägenhetLägenhetÅrsta,Storsjövägen 61,3,57 ,3136,3950000,3405172
Stockholmskommun,LägenhetLägenhetAspudden,Erik Segersälls Väg 18,2,52 ,3600,4960000,4468468
Stockholmskommun,Midsommarkransen,"Midsommarvägen 31, 2 tr",2.5,54 ,2660,4050000,3491379
Stockholmskommun,Södermalm,"Lundagatan 40B, 4 tr",2,41.5 ,2104,4200000,3749999
Stockholmskommun,Bromma,Ibsengatan 80,2,54 ,2730,2400000,2307692
Stockholmskommun,LägenhetLägenhetSätra,Kungssätravägen 25C,3,70.7 ,5380,2495000,2495000
Stockholmskommun,Vasastan,Tomtebogatan 23,3,96 ,2767,12125000,12004950
Solnakommun,LägenhetLägenhetVästraSkogen,Epistelvägen 1B 10tr,3,82 ,4442,5800000,5370370
Solnakommun,LägenhetLägenhetHuvudsta,"Huvudstagatan 33, 4 tr",3,77 ,4681,5530000,4893805
Sundbybergskommun,LägenhetLägenhetRissne,Lavettvägen 32,3,85 ,4589,2950000,2706422
Stockholmskommun,LägenhetLägenhetHagsätra,Lillhagsvägen 6,3,69 ,4665,2450000,2289719
Solnakommun,LägenhetLägenhetHuvudsta,Polhemsgatan 3,2,70 ,3142,3250000,2981651
Stockholmskommun,Vasastan,"Norrtullsgatan 16E, 5tr",3,80 ,2643,7500000,7281553
Stockholmskommun,Bromma,Dartanjangs Gata 46,3,81 ,4585,4900000,4495412
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,Tidaholmsvägen 27,2.5,58 ,2309,3950000,3691588
Stockholmskommun,LägenhetLägenhetHammarbySjöstad,"Korphoppsgatan 22, 4 tr",3,68 ,4497,4900000,4757281
Stockholmskommun,Södermalm,Färgargårdstorget 62,4,108.5 ,5120,8550000,7990654
Solnakommun,LägenhetLägenhetFrösunda,Gustav lll:s Boulevard 145,3,85 ,4997,5450000,5000000
Stockholmskommun,Bromma,Beckomberga ängsväg 49,3,76 ,4515,4730000,3845528
